Particle ID, Iteration, h, nc
90605, 0, -inf, 1
90605, 1, -inf, 1
90605, 2, -inf, 1
90605, 3, -inf, 1
90605, 4, -inf, 1
90605, 5, -inf, 1
90605, 6, -inf, 1
90605, 7, -inf, 1
90605, 8, -inf, 1
90605, 9, -inf, 1
90605, 10, -inf, 1
90605, 11, -inf, 1
90605, 12, -inf, 1
90605, 13, -inf, 1
90605, 14, -inf, 1
90605, 15, -inf, 1
90605, 16, -inf, 1
90605, 17, -inf, 1
90605, 18, -inf, 1
90605, 19, -inf, 1
90605, 20, -inf, 1
90605, 21, -inf, 1
90605, 22, -inf, 1
90605, 23, -inf, 1
90605, 24, -inf, 1
90605, 25, -inf, 1
90605, 26, -inf, 1
90605, 27, -inf, 1
90605, 28, -inf, 1
90605, 29, -inf, 1
90605, 30, -inf, 1
90605, 31, -inf, 1
90605, 32, -inf, 1
90605, 33, -inf, 1
90605, 34, -inf, 1
90605, 35, -inf, 1
90605, 36, -inf, 1
90605, 37, -inf, 1
90605, 38, -inf, 1
90605, 39, -inf, 1
90605, 40, -inf, 1
90605, 41, -inf, 1
90605, 42, -inf, 1
90605, 43, -inf, 1
90605, 44, -inf, 1
90605, 45, -inf, 1
90605, 46, -inf, 1
90605, 47, -inf, 1
90605, 48, -inf, 1
90605, 49, -inf, 1
90605, 50, -inf, 1
90605, 51, -inf, 1
90605, 52, -inf, 1
90605, 53, -inf, 1
90605, 54, -inf, 1
90605, 55, -inf, 1
90605, 56, -inf, 1
90605, 57, -inf, 1
90605, 58, -inf, 1
90605, 59, -inf, 1
90605, 60, -inf, 1
90605, 61, -inf, 1
90605, 62, -inf, 1
90605, 63, -inf, 1
90605, 64, -inf, 1
90605, 65, -inf, 1
90605, 66, -inf, 1
90605, 67, -inf, 1
90605, 68, -inf, 1
90605, 69, -inf, 1
90605, 70, -inf, 1
90605, 71, -inf, 1
90605, 72, -inf, 1
90605, 73, -inf, 1
90605, 74, -inf, 1
90605, 75, -inf, 1
90605, 76, -inf, 1
90605, 77, -inf, 1
90605, 78, -inf, 1
90605, 79, -inf, 1
90605, 80, -inf, 1
90605, 81, -inf, 1
90605, 82, -inf, 1
90605, 83, -inf, 1
90605, 84, -inf, 1
90605, 85, -inf, 1
90605, 86, -inf, 1
90605, 87, -inf, 1
90605, 88, -inf, 1
90605, 89, -inf, 1
90605, 90, -inf, 1
90605, 91, -inf, 1
90605, 92, -inf, 1
90605, 93, -inf, 1
90605, 94, -inf, 1
90605, 95, -inf, 1
90605, 96, -inf, 1
90605, 97, -inf, 1
90605, 98, -inf, 1
90605, 99, -inf, 1
90605, 100, -inf, 1
90605, 101, -inf, 1
90605, 102, -inf, 1
90605, 103, -inf, 1
90605, 104, -inf, 1
90605, 105, -inf, 1
90605, 106, -inf, 1
90605, 107, -inf, 1
90605, 108, -inf, 1
90605, 109, -inf, 1
90605, 110, -inf, 1
90605, FINAL, -inf, 1
90606, 0, -inf, 1
90606, 1, -inf, 1
90606, 2, -inf, 1
90606, 3, -inf, 1
90606, 4, -inf, 1
90606, 5, -inf, 1
90606, 6, -inf, 1
90606, 7, -inf, 1
90606, 8, -inf, 1
90606, 9, -inf, 1
90606, 10, -inf, 1
90606, 11, -inf, 1
90606, 12, -inf, 1
90606, 13, -inf, 1
90606, 14, -inf, 1
90606, 15, -inf, 1
90606, 16, -inf, 1
90606, 17, -inf, 1
90606, 18, -inf, 1
90606, 19, -inf, 1
90606, 20, -inf, 1
90606, 21, -inf, 1
90606, 22, -inf, 1
90606, 23, -inf, 1
90606, 24, -inf, 1
90606, 25, -inf, 1
90606, 26, -inf, 1
90606, 27, -inf, 1
90606, 28, -inf, 1
90606, 29, -inf, 1
90606, 30, -inf, 1
90606, 31, -inf, 1
90606, 32, -inf, 1
90606, 33, -inf, 1
90606, 34, -inf, 1
90606, 35, -inf, 1
90606, 36, -inf, 1
90606, 37, -inf, 1
90606, 38, -inf, 1
90606, 39, -inf, 1
90606, 40, -inf, 1
90606, 41, -inf, 1
90606, 42, -inf, 1
90606, 43, -inf, 1
90606, 44, -inf, 1
90606, 45, -inf, 1
90606, 46, -inf, 1
90606, 47, -inf, 1
90606, 48, -inf, 1
90606, 49, -inf, 1
90606, 50, -inf, 1
90606, 51, -inf, 1
90606, 52, -inf, 1
90606, 53, -inf, 1
90606, 54, -inf, 1
90606, 55, -inf, 1
90606, 56, -inf, 1
90606, 57, -inf, 1
90606, 58, -inf, 1
90606, 59, -inf, 1
90606, 60, -inf, 1
90606, 61, -inf, 1
90606, 62, -inf, 1
90606, 63, -inf, 1
90606, 64, -inf, 1
90606, 65, -inf, 1
90606, 66, -inf, 1
90606, 67, -inf, 1
90606, 68, -inf, 1
90606, 69, -inf, 1
90606, 70, -inf, 1
90606, 71, -inf, 1
90606, 72, -inf, 1
90606, 73, -inf, 1
90606, 74, -inf, 1
90606, 75, -inf, 1
90606, 76, -inf, 1
90606, 77, -inf, 1
90606, 78, -inf, 1
90606, 79, -inf, 1
90606, 80, -inf, 1
90606, 81, -inf, 1
90606, 82, -inf, 1
90606, 83, -inf, 1
90606, 84, -inf, 1
90606, 85, -inf, 1
90606, 86, -inf, 1
90606, 87, -inf, 1
90606, 88, -inf, 1
90606, 89, -inf, 1
90606, 90, -inf, 1
90606, 91, -inf, 1
90606, 92, -inf, 1
90606, 93, -inf, 1
90606, 94, -inf, 1
90606, 95, -inf, 1
90606, 96, -inf, 1
90606, 97, -inf, 1
90606, 98, -inf, 1
90606, 99, -inf, 1
90606, 100, -inf, 1
90606, 101, -inf, 1
90606, 102, -inf, 1
