Particle ID, Iteration, h, nc
74985, 0, -inf, 1
74985, 1, -inf, 1
74985, 2, -inf, 1
74985, 3, -inf, 1
74985, 4, -inf, 1
74985, 5, -inf, 1
74985, 6, -inf, 1
74985, 7, -inf, 1
74985, 8, -inf, 1
74985, 9, -inf, 1
74985, 10, -inf, 1
74985, 11, -inf, 1
74985, 12, -inf, 1
74985, 13, -inf, 1
74985, 14, -inf, 1
74985, 15, -inf, 1
74985, 16, -inf, 1
74985, 17, -inf, 1
74985, 18, -inf, 1
74985, 19, -inf, 1
74985, 20, -inf, 1
74985, 21, -inf, 1
74985, 22, -inf, 1
74985, 23, -inf, 1
74985, 24, -inf, 1
74985, 25, -inf, 1
74985, 26, -inf, 1
74985, 27, -inf, 1
74985, 28, -inf, 1
74985, 29, -inf, 1
74985, 30, -inf, 1
74985, 31, -inf, 1
74985, 32, -inf, 1
74985, 33, -inf, 1
74985, 34, -inf, 1
74985, 35, -inf, 1
74985, 36, -inf, 1
74985, 37, -inf, 1
74985, 38, -inf, 1
74985, 39, -inf, 1
74985, 40, -inf, 1
74985, 41, -inf, 1
74985, 42, -inf, 1
74985, 43, -inf, 1
74985, 44, -inf, 1
74985, 45, -inf, 1
74985, 46, -inf, 1
74985, 47, -inf, 1
74985, 48, -inf, 1
74985, 49, -inf, 1
74985, 50, -inf, 1
74985, 51, -inf, 1
74985, 52, -inf, 1
74985, 53, -inf, 1
74985, 54, -inf, 1
74985, 55, -inf, 1
74985, 56, -inf, 1
74985, 57, -inf, 1
74985, 58, -inf, 1
74985, 59, -inf, 1
74985, 60, -inf, 1
74985, 61, -inf, 1
74985, 62, -inf, 1
74985, 63, -inf, 1
74985, 64, -inf, 1
74985, 65, -inf, 1
74985, 66, -inf, 1
74985, 67, -inf, 1
74985, 68, -inf, 1
74985, 69, -inf, 1
74985, 70, -inf, 1
74985, 71, -inf, 1
74985, 72, -inf, 1
74985, 73, -inf, 1
74985, 74, -inf, 1
74985, 75, -inf, 1
74985, 76, -inf, 1
74985, 77, -inf, 1
74985, 78, -inf, 1
74985, 79, -inf, 1
74985, 80, -inf, 1
74985, 81, -inf, 1
74985, 82, -inf, 1
74985, 83, -inf, 1
74985, 84, -inf, 1
74985, 85, -inf, 1
74985, 86, -inf, 1
74985, 87, -inf, 1
74985, 88, -inf, 1
74985, 89, -inf, 1
74985, 90, -inf, 1
74985, 91, -inf, 1
74985, 92, -inf, 1
74985, 93, -inf, 1
74985, 94, -inf, 1
74985, 95, -inf, 1
74985, 96, -inf, 1
74985, 97, -inf, 1
74985, 98, -inf, 1
74985, 99, -inf, 1
74985, 100, -inf, 1
74985, 101, -inf, 1
74985, 102, -inf, 1
74985, 103, -inf, 1
74985, 104, -inf, 1
74985, 105, -inf, 1
74985, 106, -inf, 1
74985, 107, -inf, 1
74985, 108, -inf, 1
74985, 109, -inf, 1
74985, 110, -inf, 1
74985, FINAL, -inf, 1
74986, 0, -inf, 1
74986, 1, -inf, 1
74986, 2, -inf, 1
74986, 3, -inf, 1
74986, 4, -inf, 1
74986, 5, -inf, 1
74986, 6, -inf, 1
74986, 7, -inf, 1
74986, 8, -inf, 1
74986, 9, -inf, 1
74986, 10, -inf, 1
74986, 11, -inf, 1
74986, 12, -inf, 1
74986, 13, -inf, 1
74986, 14, -inf, 1
74986, 15, -inf, 1
74986, 16, -inf, 1
74986, 17, -inf, 1
74986, 18, -inf, 1
74986, 19, -inf, 1
74986, 20, -inf, 1
74986, 21, -inf, 1
74986, 22, -inf, 1
74986, 23, -inf, 1
74986, 24, -inf, 1
74986, 25, -inf, 1
74986, 26, -inf, 1
74986, 27, -inf, 1
74986, 28, -inf, 1
74986, 29, -inf, 1
74986, 30, -inf, 1
74986, 31, -inf, 1
74986, 32, -inf, 1
74986, 33, -inf, 1
74986, 34, -inf, 1
74986, 35, -inf, 1
74986, 36, -inf, 1
74986, 37, -inf, 1
74986, 38, -inf, 1
74986, 39, -inf, 1
74986, 40, -inf, 1
74986, 41, -inf, 1
74986, 42, -inf, 1
74986, 43, -inf, 1
74986, 44, -inf, 1
74986, 45, -inf, 1
74986, 46, -inf, 1
74986, 47, -inf, 1
74986, 48, -inf, 1
74986, 49, -inf, 1
74986, 50, -inf, 1
74986, 51, -inf, 1
74986, 52, -inf, 1
74986, 53, -inf, 1
74986, 54, -inf, 1
74986, 55, -inf, 1
74986, 56, -inf, 1
74986, 57, -inf, 1
74986, 58, -inf, 1
74986, 59, -inf, 1
74986, 60, -inf, 1
74986, 61, -inf, 1
74986, 62, -inf, 1
74986, 63, -inf, 1
74986, 64, -inf, 1
74986, 65, -inf, 1
74986, 66, -inf, 1
74986, 67, -inf, 1
74986, 68, -inf, 1
74986, 69, -inf, 1
74986, 70, -inf, 1
74986, 71, -inf, 1
74986, 72, -inf, 1
74986, 73, -inf, 1
74986, 74, -inf, 1
74986, 75, -inf, 1
74986, 76, -inf, 1
74986, 77, -inf, 1
74986, 78, -inf, 1
74986, 79, -inf, 1
74986, 80, -inf, 1
74986, 81, -inf, 1
74986, 82, -inf, 1
74986, 83, -inf, 1
74986, 84, -inf, 1
74986, 85, -inf, 1
74986, 86, -inf, 1
74986, 87, -inf, 1
74986, 88, -inf, 1
74986, 89, -inf, 1
74986, 90, -inf, 1
74986, 91, -inf, 1
74986, 92, -inf, 1
74986, 93, -inf, 1
74986, 94, -inf, 1
74986, 95, -inf, 1
74986, 96, -inf, 1
74986, 97, -inf, 1
74986, 98, -inf, 1
74986, 99, -inf, 1
74986, 100, -inf, 1
74986, 101, -inf, 1
74986, 102, -inf, 1
74986, 103, -inf, 1
74986, 104, -inf, 1
74986, 105, -inf, 1
74986, 106, -inf, 1
74986, 107, -inf, 1
74986, 108, -inf, 1
74986, 109, -inf, 1
74986, 110, -inf, 1
74986, FINAL, -inf, 1
74987, 0, -inf, 1
74987, 1, -inf, 1
74987, 2, -inf, 1
74987, 3, -inf, 1
74987, 4, -inf, 1
74987, 5, -inf, 1
74987, 6, -inf, 1
74987, 7, -inf, 1
74987, 8, -inf, 1
74987, 9, -inf, 1
74987, 10, -inf, 1
74987, 11, -inf, 1
74987, 12, -inf, 1
74987, 13, -inf, 1
74987, 14, -inf, 1
74987, 15, -inf, 1
74987, 16, -inf, 1
74987, 17, -inf, 1
74987, 18, -inf, 1
74987, 19, -inf, 1
74987, 20, -inf, 1
74987, 21, -inf, 1
74987, 22, -inf, 1
74987, 23, -inf, 1
74987, 24, -inf, 1
74987, 25, -inf, 1
74987, 26, -inf, 1
74987, 27, -inf, 1
74987, 28, -inf, 1
74987, 29, -inf, 1
74987, 30, -inf, 1
74987, 31, -inf, 1
74987, 32, -inf, 1
74987, 33, -inf, 1
74987, 34, -inf, 1
74987, 35, -inf, 1
74987, 36, -inf, 1
74987, 37, -inf, 1
74987, 38, -inf, 1
74987, 39, -inf, 1
74987, 40, -inf, 1
74987, 41, -inf, 1
74987, 42, -inf, 1
74987, 43, -inf, 1
74987, 44, -inf, 1
74987, 45, -inf, 1
74987, 46, -inf, 1
74987, 47, -inf, 1
74987, 48, -inf, 1
74987, 49, -inf, 1
74987, 50, -inf, 1
74987, 51, -inf, 1
74987, 52, -inf, 1
74987, 53, -inf, 1
74987, 54, -inf, 1
74987, 55, -inf, 1
74987, 56, -inf, 1
74987, 57, -inf, 1
74987, 58, -inf, 1
74987, 59, -inf, 1
74987, 60, -inf, 1
74987, 61, -inf, 1
74987, 62, -inf, 1
74987, 63, -inf, 1
74987, 64, -inf, 1
74987, 65, -inf, 1
74987, 66, -inf, 1
74987, 67, -inf, 1
74987, 68, -inf, 1
74987, 69, -inf, 1
74987, 70, -inf, 1
74987, 71, -inf, 1
74987, 72, -inf, 1
74987, 73, -inf, 1
74987, 74, -inf, 1
74987, 75, -inf, 1
74987, 76, -inf, 1
74987, 77, -inf, 1
74987, 78, -inf, 1
74987, 79, -inf, 1
74987, 80, -inf, 1
74987, 81, -inf, 1
74987, 82, -inf, 1
74987, 83, -inf, 1
74987, 84, -inf, 1
74987, 85, -inf, 1
74987, 86, -inf, 1
74987, 87, -inf, 1
74987, 88, -inf, 1
74987, 89, -inf, 1
74987, 90, -inf, 1
74987, 91, -inf, 1
74987, 92, -inf, 1
