Particle ID, Iteration, h, nc
81233, 0, -inf, 1
81233, 1, -inf, 1
81233, 2, -inf, 1
81233, 3, -inf, 1
81233, 4, -inf, 1
81233, 5, -inf, 1
81233, 6, -inf, 1
81233, 7, -inf, 1
81233, 8, -inf, 1
81233, 9, -inf, 1
81233, 10, -inf, 1
81233, 11, -inf, 1
81233, 12, -inf, 1
81233, 13, -inf, 1
81233, 14, -inf, 1
81233, 15, -inf, 1
81233, 16, -inf, 1
81233, 17, -inf, 1
81233, 18, -inf, 1
81233, 19, -inf, 1
81233, 20, -inf, 1
81233, 21, -inf, 1
81233, 22, -inf, 1
81233, 23, -inf, 1
81233, 24, -inf, 1
81233, 25, -inf, 1
81233, 26, -inf, 1
81233, 27, -inf, 1
81233, 28, -inf, 1
81233, 29, -inf, 1
81233, 30, -inf, 1
81233, 31, -inf, 1
81233, 32, -inf, 1
81233, 33, -inf, 1
81233, 34, -inf, 1
81233, 35, -inf, 1
81233, 36, -inf, 1
81233, 37, -inf, 1
81233, 38, -inf, 1
81233, 39, -inf, 1
81233, 40, -inf, 1
81233, 41, -inf, 1
81233, 42, -inf, 1
81233, 43, -inf, 1
81233, 44, -inf, 1
81233, 45, -inf, 1
81233, 46, -inf, 1
81233, 47, -inf, 1
81233, 48, -inf, 1
81233, 49, -inf, 1
81233, 50, -inf, 1
81233, 51, -inf, 1
81233, 52, -inf, 1
81233, 53, -inf, 1
81233, 54, -inf, 1
81233, 55, -inf, 1
81233, 56, -inf, 1
81233, 57, -inf, 1
81233, 58, -inf, 1
81233, 59, -inf, 1
81233, 60, -inf, 1
81233, 61, -inf, 1
81233, 62, -inf, 1
81233, 63, -inf, 1
81233, 64, -inf, 1
81233, 65, -inf, 1
81233, 66, -inf, 1
81233, 67, -inf, 1
81233, 68, -inf, 1
81233, 69, -inf, 1
81233, 70, -inf, 1
81233, 71, -inf, 1
81233, 72, -inf, 1
81233, 73, -inf, 1
81233, 74, -inf, 1
81233, 75, -inf, 1
81233, 76, -inf, 1
81233, 77, -inf, 1
81233, 78, -inf, 1
81233, 79, -inf, 1
81233, 80, -inf, 1
81233, 81, -inf, 1
81233, 82, -inf, 1
81233, 83, -inf, 1
81233, 84, -inf, 1
81233, 85, -inf, 1
81233, 86, -inf, 1
81233, 87, -inf, 1
81233, 88, -inf, 1
81233, 89, -inf, 1
81233, 90, -inf, 1
81233, 91, -inf, 1
81233, 92, -inf, 1
81233, 93, -inf, 1
81233, 94, -inf, 1
81233, 95, -inf, 1
81233, 96, -inf, 1
81233, 97, -inf, 1
81233, 98, -inf, 1
81233, 99, -inf, 1
81233, 100, -inf, 1
81233, 101, -inf, 1
81233, 102, -inf, 1
81233, 103, -inf, 1
81233, 104, -inf, 1
81233, 105, -inf, 1
81233, 106, -inf, 1
81233, 107, -inf, 1
81233, 108, -inf, 1
81233, 109, -inf, 1
81233, 110, -inf, 1
81233, FINAL, -inf, 1
81234, 0, -inf, 1
81234, 1, -inf, 1
81234, 2, -inf, 1
81234, 3, -inf, 1
81234, 4, -inf, 1
81234, 5, -inf, 1
81234, 6, -inf, 1
81234, 7, -inf, 1
81234, 8, -inf, 1
81234, 9, -inf, 1
81234, 10, -inf, 1
81234, 11, -inf, 1
81234, 12, -inf, 1
81234, 13, -inf, 1
81234, 14, -inf, 1
81234, 15, -inf, 1
81234, 16, -inf, 1
81234, 17, -inf, 1
